occurrance|characterCount|wordCount
audience.n.bnc.00115531|412|77
audience.n.bnc.00116759|391|68
audience.n.bnc.00116760|149|25
audience.n.bnc.00117330|568|99
audience.n.bnc.00119963|154|33
audience.n.bnc.00121438|636|120
audience.n.bnc.00126481|357|59
audience.n.bnc.00126494|211|35
audience.n.bnc.00126531|401|65
audience.n.bnc.00126538|442|75
audience.n.bnc.00126659|180|34
audience.n.bnc.00127344|334|56
audience.n.bnc.00128653|141|30
audience.n.bnc.00128815|346|61
audience.n.bnc.00129792|366|61
audience.n.bnc.00132491|313|52
audience.n.bnc.00136110|186|33
audience.n.bnc.00136163|490|93
audience.n.bnc.00136181|126|22
audience.n.bnc.00136283|181|30
audience.n.bnc.00136345|314|51
audience.n.bnc.00136387|250|49
audience.n.bnc.00136837|256|48
audience.n.bnc.00137172|281|55
bank.n.bnc.00000714|306|57
bank.n.bnc.00000823|305|63
bank.n.bnc.00006127|146|29
bank.n.bnc.00008198|395|65
bank.n.bnc.00013495|331|61
bank.n.bnc.00013595|213|34
bank.n.bnc.00014881|272|56
bank.n.bnc.00014896|440|89
bank.n.bnc.00023510|305|54
bank.n.bnc.00024101|323|66
bank.n.bnc.00026260|322|64
bank.n.bnc.00026897|260|49
bank.n.bnc.00026900|212|45
bank.n.bnc.00026904|325|63
bank.n.bnc.00026907|288|51
bank.n.bnc.00026945|260|51
bank.n.bnc.00026964|433|82
bank.n.bnc.00026992|240|47
bank.n.bnc.00028913|261|55
bank.n.bnc.00029976|453|92
bank.n.bnc.00033185|135|27
bank.n.bnc.00036092|272|57
bank.n.bnc.00036502|468|95
bank.n.bnc.00036799|736|146
bank.n.bnc.00036823|361|70
bank.n.bnc.00039077|430|74
bank.n.bnc.00041729|159|31
bank.n.bnc.00047460|118|26
bank.n.bnc.00047548|299|49
bank.n.bnc.00050705|213|46
bank.n.bnc.00051516|233|43
bank.n.bnc.00051548|364|67
bank.n.bnc.00051925|175|30
bank.n.bnc.00051926|176|29
bank.n.bnc.00052548|210|38
bank.n.bnc.00053571|346|64
bank.n.bnc.00057992|164|31
bank.n.bnc.00057997|193|38
bank.n.bnc.00057998|231|44
bank.n.bnc.00059146|249|44
bank.n.bnc.00062660|176|35
bank.n.bnc.00063976|268|53
bank.n.bnc.00069881|235|49
bank.n.bnc.00069898|352|68
bank.n.bnc.00072081|388|66
bank.n.bnc.00072200|400|75
bank.n.bnc.00072280|389|72
bank.n.bnc.00073649|379|64
bank.n.bnc.00073827|179|31
bank.n.bnc.00073830|228|41
bank.n.bnc.00075678|196|38
bank.n.bnc.00075680|207|39
bank.n.bnc.00075826|278|51
bank.n.bnc.00075832|298|54
bank.n.bnc.00075863|427|72
bank.n.bnc.00075875|336|55
bank.n.bnc.00075882|255|45
bank.n.bnc.00075885|273|54
bank.n.bnc.00075887|111|22
bank.n.bnc.00075972|316|59
bank.n.bnc.00076346|208|39
bank.n.bnc.00076351|426|82
bank.n.bnc.00076355|309|53
bank.n.bnc.00076995|217|39
bank.n.bnc.00076998|162|33
bank.n.bnc.00077000|333|56
bank.n.bnc.00077174|259|45
bank.n.bnc.00077486|306|56
bank.n.bnc.00077852|402|64
bank.n.bnc.00077857|370|60
bank.n.bnc.00078202|479|90
bank.n.bnc.00078203|408|78
bank.n.bnc.00078302|292|60
bank.n.bnc.00078308|134|26
bank.n.bnc.00078842|383|69
bank.n.bnc.00079570|349|58
bank.n.bnc.00079583|228|42
bank.n.bnc.00079586|100|20
bank.n.bnc.00079590|199|37
bank.n.bnc.00080157|440|76
bank.n.bnc.00080266|248|47
bank.n.bnc.00080273|227|46
bank.n.bnc.00080324|259|47
bank.n.bnc.00080416|346|63
bank.n.bnc.00081335|325|60
bank.n.bnc.00082675|353|70
bank.n.bnc.00084029|380|60
bank.n.bnc.00084034|338|62
bank.n.bnc.00084067|327|57
bank.n.bnc.00084245|276|41
bank.n.bnc.00084248|233|40
bank.n.bnc.00085438|481|82
bank.n.bnc.00085520|189|33
bank.n.bnc.00086435|177|31
bank.n.bnc.00086436|192|33
bank.n.bnc.00088013|728|121
bank.n.bnc.00090257|206|37
bank.n.bnc.00091099|347|65
bank.n.bnc.00091100|236|44
bank.n.bnc.00091820|235|39
bank.n.bnc.00091934|220|40
bank.n.bnc.00092095|318|60
bank.n.bnc.00092098|434|77
bank.n.bnc.00092130|230|43
bank.n.bnc.00092131|278|53
bank.n.bnc.00092154|264|46
bank.n.bnc.00092155|143|27
bank.n.bnc.00094930|448|83
bank.n.bnc.00096850|165|30
bank.n.bnc.00097123|433|76
bank.n.bnc.00097124|497|89
bank.n.bnc.00097127|335|67
bank.n.bnc.00097128|370|70
bank.n.bnc.00097129|260|45
bank.n.bnc.00097132|374|64
bank.n.bnc.00097133|295|51
bank.n.bnc.00097135|325|66
bank.n.bnc.00097138|292|54
bank.n.bnc.00097142|400|74
bank.n.bnc.00097191|212|36
bank.n.bnc.00097379|339|61
bank.n.bnc.00097399|470|97
bank.n.bnc.00097402|189|36
bank.n.bnc.00097405|227|46
bank.n.bnc.00097406|221|42
bank.n.bnc.00097436|436|79
bank.n.bnc.00097454|236|44
bank.n.bnc.00097854|237|51
bank.n.bnc.00097926|233|46
bank.n.bnc.00097928|203|37
bank.n.bnc.00097931|246|48
bank.n.bnc.00097932|522|85
bank.n.bnc.00098148|429|77
bank.n.bnc.00100686|696|124
bank.n.bnc.00100687|383|72
bank.n.bnc.00100692|368|65
bank.n.bnc.00100919|330|64
bank.n.bnc.00100920|232|42
bank.n.bnc.00100922|245|41
bank.n.bnc.00101059|234|45
bank.n.bnc.00101273|197|42
bank.n.bnc.00103107|249|44
bank.n.bnc.00103259|489|79
bank.n.bnc.00104195|305|56
bank.n.bnc.00104577|272|49
bank.n.bnc.00104629|253|44
bank.n.bnc.00104701|119|23
bank.n.bnc.00104991|297|51
bank.n.bnc.00106739|555|92
bank.n.bnc.00106816|336|63
bank.n.bnc.00106818|199|35
bank.n.bnc.00106838|493|82
bank.n.bnc.00107846|327|61
bank.n.bnc.00110032|308|54
bank.n.bnc.00110331|342|64
bank.n.bnc.00110335|228|43
bank.n.bnc.00110336|371|62
bank.n.bnc.00110337|312|52
bank.n.bnc.00111977|245|40
bank.n.bnc.00111992|240|46
bank.n.bnc.00112200|185|34
bank.n.bnc.00112314|322|55
bank.n.bnc.00113242|276|51
bank.n.bnc.00114228|427|77
bank.n.bnc.00114495|194|37
bank.n.bnc.00116232|263|43
bank.n.bnc.00116242|173|31
bank.n.bnc.00116273|353|59
bank.n.bnc.00116355|243|44
bank.n.bnc.00116357|336|58
bank.n.bnc.00116366|156|30
bank.n.bnc.00116367|187|32
bank.n.bnc.00116433|268|48
bank.n.bnc.00117438|474|89
bank.n.bnc.00118166|96|21
bank.n.bnc.00118783|242|44
bank.n.bnc.00118888|259|47
bank.n.bnc.00118899|231|39
bank.n.bnc.00118911|310|52
bank.n.bnc.00118926|172|27
bank.n.bnc.00118999|227|41
bank.n.bnc.00119086|254|48
bank.n.bnc.00119103|362|68
bank.n.bnc.00119198|217|40
bank.n.bnc.00119213|355|72
bank.n.bnc.00124688|149|32
bank.n.bnc.00124705|171|34
bank.n.bnc.00124727|177|35
bank.n.bnc.00124962|321|64
bank.n.bnc.00125243|429|82
bank.n.bnc.00125346|428|80
bank.n.bnc.00125924|169|32
bank.n.bnc.00125949|466|94
bank.n.bnc.00130729|244|48
bank.n.bnc.00130937|165|33
bank.n.bnc.00131046|381|69
bank.n.bnc.00131156|126|23
bank.n.bnc.00131700|249|43
bank.n.bnc.00132397|380|70
bank.n.bnc.00132448|281|49
bank.n.bnc.00134481|222|37
bank.n.bnc.00137645|339|69
bank.n.bnc.00140377|250|50
bank.n.bnc.00142822|249|49
bank.n.bnc.00142848|687|130
bank.n.bnc.00142872|178|37
bank.n.bnc.00142892|325|60
bank.n.bnc.00143101|197|37
bank.n.bnc.00143866|378|73
bank.n.bnc.00145265|416|80
bank.n.bnc.00145332|135|28
bank.n.bnc.00145443|384|78
bank.n.bnc.00146524|248|56
bank.n.bnc.00147142|234|51
bank.n.bnc.00148093|519|113
bank.n.bnc.00150335|339|62
bank.n.bnc.00150336|264|51
bank.n.bnc.00150407|250|46
bank.n.bnc.00155386|137|28
bank.n.bnc.00156009|562|97
bank.n.bnc.00156033|219|39
bank.n.bnc.00156359|181|36
bank.n.bnc.00156360|316|57
bank.n.bnc.00157186|326|63
bank.n.bnc.00158333|514|93
bank.n.bnc.00159048|173|32
bank.n.bnc.00159119|121|28
bank.n.bnc.00159467|245|47
bank.n.bnc.00159541|521|110
bank.n.bnc.00161228|276|49
bank.n.bnc.00161861|192|33
bank.n.bnc.00162459|287|65
bank.n.bnc.00162495|285|58
bank.n.bnc.00162500|203|40
bank.n.bnc.00162507|263|58
bank.n.bnc.00162682|180|34
bank.n.bnc.00162719|214|40
bank.n.bnc.00162797|317|58
bank.n.bnc.00162812|298|55
bank.n.bnc.00162815|179|35
bank.n.bnc.00162830|117|23
bank.n.bnc.00165025|154|32
bank.n.bnc.00165529|288|57
bank.n.bnc.00165534|307|56
bank.n.bnc.00165870|301|62
bank.n.bnc.00165873|209|48
bank.n.bnc.00166283|258|55
bank.n.bnc.00166503|304|62
bank.n.bnc.00166661|205|44
bank.n.bnc.00170096|207|42
bank.n.bnc.00173620|168|32
bank.n.bnc.00173676|256|45
bank.n.bnc.00175168|174|39
bank.n.bnc.00177540|329|59
bank.n.bnc.00178159|192|34
bank.n.bnc.00179422|188|42
bank.n.bnc.00179424|142|30
bank.n.bnc.00186823|471|84
bank.n.bnc.00187243|403|79
bank.n.bnc.00187244|280|50
bank.n.bnc.00187245|239|43
bank.n.bnc.00187252|263|53
begin.v.bnc.00000159|294|49
begin.v.bnc.00000553|95|19
begin.v.bnc.00000554|83|17
begin.v.bnc.00001005|391|71
begin.v.bnc.00001622|224|35
begin.v.bnc.00001835|209|46
begin.v.bnc.00002506|456|80
begin.v.bnc.00002699|213|44
begin.v.bnc.00002898|399|75
begin.v.bnc.00002900|430|83
begin.v.bnc.00003470|381|72
begin.v.bnc.00004041|260|50
begin.v.bnc.00004139|462|92
begin.v.bnc.00004283|238|43
begin.v.bnc.00004535|303|60
begin.v.bnc.00004726|257|48
begin.v.bnc.00004767|215|38
begin.v.bnc.00004794|353|71
begin.v.bnc.00005056|105|22
begin.v.bnc.00005735|441|78
begin.v.bnc.00005784|446|74
begin.v.bnc.00005897|156|32
begin.v.bnc.00006084|222|48
begin.v.bnc.00006984|292|55
begin.v.bnc.00007119|144|27
begin.v.bnc.00007220|199|34
begin.v.bnc.00008167|298|49
begin.v.bnc.00008240|235|40
begin.v.bnc.00008477|643|111
begin.v.bnc.00008939|351|60
begin.v.bnc.00008976|192|34
begin.v.bnc.00009045|319|58
begin.v.bnc.00009198|264|51
begin.v.bnc.00009372|335|62
begin.v.bnc.00009399|450|78
begin.v.bnc.00009439|224|37
begin.v.bnc.00009443|219|36
begin.v.bnc.00009571|323|66
begin.v.bnc.00009572|141|32
begin.v.bnc.00009573|127|30
begin.v.bnc.00009575|252|50
begin.v.bnc.00009576|314|61
begin.v.bnc.00009577|314|64
begin.v.bnc.00009583|192|42
begin.v.bnc.00009588|310|65
begin.v.bnc.00009593|409|86
begin.v.bnc.00009625|608|120
begin.v.bnc.00009626|1751|347
begin.v.bnc.00009647|255|58
begin.v.bnc.00009651|308|66
begin.v.bnc.00009746|564|118
begin.v.bnc.00009836|60|12
begin.v.bnc.00010029|156|33
begin.v.bnc.00010038|102|24
begin.v.bnc.00010065|396|85
begin.v.bnc.00010070|201|41
begin.v.bnc.00010703|157|33
begin.v.bnc.00010713|101|20
begin.v.bnc.00011007|198|39
begin.v.bnc.00011839|112|22
begin.v.bnc.00011951|92|20
begin.v.bnc.00011952|63|13
begin.v.bnc.00012163|175|30
begin.v.bnc.00012171|177|36
begin.v.bnc.00012172|180|39
begin.v.bnc.00012194|477|95
begin.v.bnc.00012252|174|35
begin.v.bnc.00012308|171|35
begin.v.bnc.00012365|174|39
begin.v.bnc.00012372|113|23
begin.v.bnc.00012562|99|23
begin.v.bnc.00012563|96|23
begin.v.bnc.00012725|181|34
begin.v.bnc.00012799|163|33
begin.v.bnc.00013323|216|37
begin.v.bnc.00013590|512|89
begin.v.bnc.00014754|228|42
begin.v.bnc.00014789|207|32
begin.v.bnc.00014830|242|40
begin.v.bnc.00014865|273|46
begin.v.bnc.00015583|173|35
begin.v.bnc.00015717|198|38
begin.v.bnc.00015983|274|50
begin.v.bnc.00016694|71|17
begin.v.bnc.00016952|86|17
begin.v.bnc.00017443|113|24
begin.v.bnc.00017678|159|31
begin.v.bnc.00017896|145|31
begin.v.bnc.00017974|76|17
begin.v.bnc.00018003|28|7
begin.v.bnc.00018087|183|35
begin.v.bnc.00018102|217|51
begin.v.bnc.00018362|361|63
begin.v.bnc.00018403|326|58
begin.v.bnc.00018460|376|73
begin.v.bnc.00018480|388|81
begin.v.bnc.00018483|297|55
begin.v.bnc.00018630|410|76
begin.v.bnc.00018750|666|115
begin.v.bnc.00018763|491|96
begin.v.bnc.00018794|269|51
begin.v.bnc.00019449|320|63
begin.v.bnc.00019778|224|43
begin.v.bnc.00019993|166|39
begin.v.bnc.00020101|170|33
begin.v.bnc.00024168|149|23
begin.v.bnc.00024324|225|40
begin.v.bnc.00024405|171|31
begin.v.bnc.00025351|318|66
begin.v.bnc.00025532|259|50
begin.v.bnc.00026083|363|71
begin.v.bnc.00026569|306|55
begin.v.bnc.00026773|377|64
begin.v.bnc.00026986|356|64
begin.v.bnc.00028211|271|52
begin.v.bnc.00028265|221|46
begin.v.bnc.00028909|189|38
begin.v.bnc.00029189|350|61
begin.v.bnc.00029209|245|41
begin.v.bnc.00029245|287|57
begin.v.bnc.00029422|524|86
begin.v.bnc.00029644|583|104
begin.v.bnc.00029736|707|125
begin.v.bnc.00030264|605|116
begin.v.bnc.00030314|226|38
begin.v.bnc.00030315|334|56
begin.v.bnc.00030590|277|54
begin.v.bnc.00030637|265|53
begin.v.bnc.00030741|139|30
begin.v.bnc.00031044|114|22
begin.v.bnc.00031153|177|40
begin.v.bnc.00031340|59|11
begin.v.bnc.00031558|176|41
begin.v.bnc.00032928|228|47
begin.v.bnc.00034907|361|68
begin.v.bnc.00034915|166|25
begin.v.bnc.00035004|300|61
begin.v.bnc.00035165|302|55
begin.v.bnc.00035180|325|62
begin.v.bnc.00035410|340|64
begin.v.bnc.00035596|253|45
begin.v.bnc.00036139|180|33
begin.v.bnc.00036148|524|105
begin.v.bnc.00036328|182|37
begin.v.bnc.00036411|348|61
begin.v.bnc.00036751|256|52
begin.v.bnc.00037575|162|35
begin.v.bnc.00037696|187|38
begin.v.bnc.00037698|172|38
begin.v.bnc.00037960|217|39
begin.v.bnc.00038149|260|54
begin.v.bnc.00038289|174|36
begin.v.bnc.00038507|420|83
begin.v.bnc.00038775|584|116
begin.v.bnc.00038777|628|114
begin.v.bnc.00038988|458|85
begin.v.bnc.00039375|570|109
begin.v.bnc.00039557|673|124
begin.v.bnc.00039701|237|47
begin.v.bnc.00039713|318|60
begin.v.bnc.00039788|200|39
begin.v.bnc.00039860|570|104
begin.v.bnc.00040065|385|77
begin.v.bnc.00040481|59|13
begin.v.bnc.00040736|295|58
begin.v.bnc.00041372|89|18
begin.v.bnc.00041575|121|28
begin.v.bnc.00041813|299|60
begin.v.bnc.00041977|156|32
begin.v.bnc.00042129|162|33
begin.v.bnc.00042332|162|33
begin.v.bnc.00042429|111|27
begin.v.bnc.00042730|127|25
begin.v.bnc.00042948|126|26
begin.v.bnc.00043028|239|42
begin.v.bnc.00043205|330|70
begin.v.bnc.00044339|236|42
begin.v.bnc.00044415|323|52
begin.v.bnc.00044419|294|54
begin.v.bnc.00044427|491|86
begin.v.bnc.00044428|386|68
climb.v.bnc.00000532|111|21
climb.v.bnc.00010252|158|34
climb.v.bnc.00015371|371|70
climb.v.bnc.00019250|98|21
climb.v.bnc.00021853|186|40
climb.v.bnc.00022938|109|18
climb.v.bnc.00023000|166|25
climb.v.bnc.00024995|340|60
climb.v.bnc.00025346|399|82
climb.v.bnc.00025882|244|48
climb.v.bnc.00025931|266|52
climb.v.bnc.00025980|295|58
climb.v.bnc.00025988|325|61
climb.v.bnc.00025990|202|40
climb.v.bnc.00026299|474|83
climb.v.bnc.00026525|257|49
climb.v.bnc.00026577|515|98
climb.v.bnc.00026597|235|44
climb.v.bnc.00026718|223|38
climb.v.bnc.00026735|496|87
climb.v.bnc.00026745|369|66
climb.v.bnc.00026759|346|59
climb.v.bnc.00040468|182|41
climb.v.bnc.00042519|147|28
climb.v.bnc.00042637|266|53
climb.v.bnc.00043317|237|49
climb.v.bnc.00045564|142|28
climb.v.bnc.00046719|272|42
climb.v.bnc.00047724|69|13
climb.v.bnc.00054229|166|32
climb.v.bnc.00054423|188|31
climb.v.bnc.00056200|240|46
climb.v.bnc.00057004|436|77
climb.v.bnc.00059206|163|30
climb.v.bnc.00059245|245|39
climb.v.bnc.00059276|230|47
climb.v.bnc.00059291|126|25
climb.v.bnc.00059295|373|74
climb.v.bnc.00059296|361|71
climb.v.bnc.00059309|230|47
climb.v.bnc.00059390|142|26
climb.v.bnc.00059420|46|7
climb.v.bnc.00059427|195|36
climb.v.bnc.00059431|357|62
climb.v.bnc.00059440|294|59
climb.v.bnc.00059469|241|47
climb.v.bnc.00059510|370|68
climb.v.bnc.00059514|185|35
climb.v.bnc.00059546|329|58
climb.v.bnc.00059621|224|45
climb.v.bnc.00059750|169|33
climb.v.bnc.00059817|140|28
climb.v.bnc.00059970|478|90
climb.v.bnc.00059993|222|43
climb.v.bnc.00060001|148|29
climb.v.bnc.00060093|227|42
climb.v.bnc.00060207|315|69
climb.v.bnc.00060424|310|61
climb.v.bnc.00060456|244|46
climb.v.bnc.00060471|294|60
climb.v.bnc.00060515|235|44
climb.v.bnc.00060518|196|40
climb.v.bnc.00060522|231|49
climb.v.bnc.00060684|312|52
climb.v.bnc.00060704|90|19
climb.v.bnc.00060748|422|74
climb.v.bnc.00060756|440|76
climb.v.bnc.00083339|347|64
climb.v.bnc.00093976|122|20
climb.v.bnc.00128486|540|94
climb.v.bnc.00129897|213|42
climb.v.bnc.00130123|373|71
climb.v.bnc.00130125|320|57
climb.v.bnc.00130149|96|21
climb.v.bnc.00130614|193|34
climb.v.bnc.00130787|231|47
climb.v.bnc.00130887|238|46
climb.v.bnc.00145275|230|43
climb.v.bnc.00153437|538|105
climb.v.bnc.00154772|238|48
climb.v.bnc.00154840|340|65
climb.v.bnc.00155178|378|73
climb.v.bnc.00160216|244|48
climb.v.bnc.00164600|262|56
climb.v.bnc.00164673|202|42
climb.v.bnc.00164855|117|26
climb.v.bnc.00165114|229|40
climb.v.bnc.00165115|196|34
climb.v.bnc.00165262|274|57
climb.v.bnc.00165616|98|17
climb.v.bnc.00166112|106|22
climb.v.bnc.00166381|213|41
climb.v.bnc.00166405|174|36
climb.v.bnc.00172456|235|42
climb.v.bnc.00176877|170|32
climb.v.bnc.00179746|290|54
climb.v.bnc.00185969|228|48
climb.v.bnc.00187139|114|23
climb.v.bnc.00187310|199|40
climb.v.bnc.00194444|313|56
climb.v.bnc.00215578|119|24
climb.v.bnc.00226254|327|64
climb.v.bnc.00230307|327|64
climb.v.bnc.00241413|142|28
climb.v.bnc.00251169|462|84
climb.v.bnc.00251275|390|70
climb.v.bnc.00255849|384|75
climb.v.bnc.00256310|332|59
climb.v.bnc.00267820|239|42
climb.v.bnc.00267919|245|45
climb.v.bnc.00274850|251|52
climb.v.bnc.00280293|231|44
climb.v.bnc.00280319|247|48
climb.v.bnc.00280588|316|66
climb.v.bnc.00283566|226|42
climb.v.bnc.00284828|363|66
climb.v.bnc.00287243|244|43
climb.v.bnc.00287539|207|45
climb.v.bnc.00289242|89|18
climb.v.bnc.00289756|158|31
climb.v.bnc.00289858|141|30
climb.v.bnc.00292735|380|77
climb.v.bnc.00297416|179|38
climb.v.bnc.00304973|210|37
climb.v.bnc.00311750|148|32
climb.v.bnc.00314983|388|76
climb.v.bnc.00315003|143|27
climb.v.bnc.00321399|230|46
climb.v.bnc.00325798|91|20
climb.v.bnc.00327393|254|51
climb.v.bnc.00333927|205|42
climb.v.bnc.00334123|187|42
climb.v.bnc.00334830|346|70
decide.v.bnc.00000192|319|59
decide.v.bnc.00000297|265|45
decide.v.bnc.00000881|243|43
decide.v.bnc.00000913|249|48
decide.v.bnc.00001433|434|74
decide.v.bnc.00001819|177|30
decide.v.bnc.00001993|225|43
decide.v.bnc.00002097|76|16
decide.v.bnc.00002219|361|68
decide.v.bnc.00003347|120|23
decide.v.bnc.00003563|361|64
decide.v.bnc.00003642|239|46
decide.v.bnc.00003702|283|52
decide.v.bnc.00004005|553|96
decide.v.bnc.00004208|602|112
decide.v.bnc.00004630|215|50
decide.v.bnc.00004755|219|43
decide.v.bnc.00005231|146|26
decide.v.bnc.00005268|417|83
decide.v.bnc.00006908|222|40
decide.v.bnc.00007227|247|47
decide.v.bnc.00008971|329|65
decide.v.bnc.00010706|205|42
decide.v.bnc.00012018|87|18
decide.v.bnc.00012031|171|34
decide.v.bnc.00012613|280|55
decide.v.bnc.00015606|94|17
decide.v.bnc.00015796|264|55
decide.v.bnc.00018996|123|25
decide.v.bnc.00019135|245|46
decide.v.bnc.00019188|400|83
decide.v.bnc.00019220|198|42
decide.v.bnc.00019222|226|44
decide.v.bnc.00019228|212|48
decide.v.bnc.00019341|155|35
decide.v.bnc.00019351|148|31
decide.v.bnc.00019395|284|54
decide.v.bnc.00019525|222|49
decide.v.bnc.00019542|190|37
decide.v.bnc.00019693|216|46
decide.v.bnc.00019787|312|66
decide.v.bnc.00020122|137|25
decide.v.bnc.00020206|151|30
decide.v.bnc.00021275|214|43
decide.v.bnc.00021419|383|80
decide.v.bnc.00021426|118|25
decide.v.bnc.00021489|190|40
decide.v.bnc.00025003|295|51
decide.v.bnc.00025397|241|52
decide.v.bnc.00025556|265|57
decide.v.bnc.00025990|202|40
decide.v.bnc.00026994|317|63
decide.v.bnc.00028024|157|31
decide.v.bnc.00030294|664|118
decide.v.bnc.00030946|216|44
decide.v.bnc.00030981|118|25
decide.v.bnc.00033966|200|43
decide.v.bnc.00034147|212|43
decide.v.bnc.00034214|109|22
decide.v.bnc.00034823|314|62
decide.v.bnc.00036016|332|68
decide.v.bnc.00038521|300|59
decide.v.bnc.00039922|256|50
decide.v.bnc.00040315|185|36
decide.v.bnc.00040499|112|20
decide.v.bnc.00041483|153|32
decide.v.bnc.00041704|174|37
decide.v.bnc.00042340|92|19
decide.v.bnc.00042503|161|34
decide.v.bnc.00042547|240|48
decide.v.bnc.00042698|114|24
decide.v.bnc.00042905|78|17
decide.v.bnc.00043370|106|22
decide.v.bnc.00043538|128|26
decide.v.bnc.00044523|458|80
decide.v.bnc.00045115|200|35
decide.v.bnc.00045209|82|19
decide.v.bnc.00046937|132|27
decide.v.bnc.00047022|381|83
decide.v.bnc.00047124|86|18
decide.v.bnc.00047133|363|77
decide.v.bnc.00047685|329|71
decide.v.bnc.00049929|233|50
decide.v.bnc.00050192|313|64
decide.v.bnc.00050232|353|63
decide.v.bnc.00051285|493|96
decide.v.bnc.00051532|339|56
decide.v.bnc.00051719|317|55
decide.v.bnc.00052066|168|35
decide.v.bnc.00054669|365|68
decide.v.bnc.00055729|232|40
decide.v.bnc.00056267|303|52
decide.v.bnc.00056399|480|91
decide.v.bnc.00057048|196|35
decide.v.bnc.00057050|336|60
decide.v.bnc.00057715|211|37
decide.v.bnc.00057919|292|51
decide.v.bnc.00058452|282|53
decide.v.bnc.00058702|139|24
decide.v.bnc.00058810|202|41
decide.v.bnc.00059823|224|42
decide.v.bnc.00059973|314|62
decide.v.bnc.00060018|453|84
decide.v.bnc.00060373|123|26
decide.v.bnc.00060676|202|35
decide.v.bnc.00062317|303|64
decide.v.bnc.00062491|205|37
decide.v.bnc.00062842|382|76
decide.v.bnc.00062939|157|34
decide.v.bnc.00063343|169|33
decide.v.bnc.00063593|204|40
decide.v.bnc.00063765|197|38
decide.v.bnc.00064305|162|37
decide.v.bnc.00066978|326|61
decide.v.bnc.00069350|274|52
decide.v.bnc.00070291|580|112
decide.v.bnc.00070307|547|105
decide.v.bnc.00071396|306|58
decide.v.bnc.00071517|420|84
decide.v.bnc.00072427|241|45
decide.v.bnc.00072479|413|74
decide.v.bnc.00072666|190|36
degree.n.bnc.00001511|202|43
degree.n.bnc.00001513|321|58
degree.n.bnc.00002972|246|49
degree.n.bnc.00003177|284|53
degree.n.bnc.00003478|235|40
degree.n.bnc.00004753|271|49
degree.n.bnc.00005872|224|37
degree.n.bnc.00006003|294|63
degree.n.bnc.00007087|320|61
degree.n.bnc.00008387|282|46
degree.n.bnc.00008420|184|30
degree.n.bnc.00008687|239|36
degree.n.bnc.00008689|189|31
degree.n.bnc.00008748|698|124
degree.n.bnc.00009284|331|54
degree.n.bnc.00009427|262|48
degree.n.bnc.00013097|196|32
degree.n.bnc.00013259|517|97
degree.n.bnc.00013516|290|49
degree.n.bnc.00013612|359|64
degree.n.bnc.00024519|204|39
degree.n.bnc.00025168|238|40
degree.n.bnc.00026994|317|63
degree.n.bnc.00029247|481|81
degree.n.bnc.00029344|267|44
degree.n.bnc.00029402|266|48
degree.n.bnc.00029451|405|67
degree.n.bnc.00029508|409|76
degree.n.bnc.00029512|528|95
degree.n.bnc.00029528|456|77
degree.n.bnc.00029543|305|57
degree.n.bnc.00029602|736|133
degree.n.bnc.00029737|699|126
degree.n.bnc.00029761|186|32
degree.n.bnc.00029957|490|83
degree.n.bnc.00030137|656|110
degree.n.bnc.00039094|329|63
degree.n.bnc.00039474|294|55
degree.n.bnc.00040001|274|59
degree.n.bnc.00044051|688|136
degree.n.bnc.00044902|567|89
degree.n.bnc.00050413|388|78
degree.n.bnc.00054548|483|75
degree.n.bnc.00054579|344|62
degree.n.bnc.00054852|708|119
degree.n.bnc.00055076|240|40
degree.n.bnc.00055222|415|71
degree.n.bnc.00055268|460|81
degree.n.bnc.00056146|299|54
degree.n.bnc.00056239|291|44
degree.n.bnc.00058624|162|28
degree.n.bnc.00060186|341|72
degree.n.bnc.00062038|336|61
degree.n.bnc.00063626|213|37
degree.n.bnc.00064102|129|27
degree.n.bnc.00064108|361|69
degree.n.bnc.00066201|557|105
degree.n.bnc.00066213|111|23
degree.n.bnc.00067525|294|46
degree.n.bnc.00068671|348|57
degree.n.bnc.00069053|455|76
degree.n.bnc.00069147|395|66
degree.n.bnc.00069155|449|72
degree.n.bnc.00069159|230|43
degree.n.bnc.00069438|658|111
degree.n.bnc.00069575|411|66
degree.n.bnc.00069588|367|70
degree.n.bnc.00069589|365|65
degree.n.bnc.00069591|333|64
degree.n.bnc.00069592|292|53
degree.n.bnc.00069617|236|47
degree.n.bnc.00069621|296|52
degree.n.bnc.00069652|323|58
degree.n.bnc.00069653|238|42
degree.n.bnc.00069656|416|75
degree.n.bnc.00069669|231|44
degree.n.bnc.00069692|498|87
degree.n.bnc.00071935|326|54
degree.n.bnc.00073659|407|72
degree.n.bnc.00075535|239|38
degree.n.bnc.00076292|506|92
degree.n.bnc.00076455|336|60
degree.n.bnc.00076459|188|36
degree.n.bnc.00076462|361|81
degree.n.bnc.00076464|255|51
degree.n.bnc.00076466|417|81
degree.n.bnc.00077230|433|72
degree.n.bnc.00079082|313|56
degree.n.bnc.00079083|245|42
degree.n.bnc.00080870|297|47
degree.n.bnc.00083661|385|74
degree.n.bnc.00084400|337|61
degree.n.bnc.00084453|253|41
degree.n.bnc.00087514|274|49
degree.n.bnc.00090260|384|71
degree.n.bnc.00090923|255|47
degree.n.bnc.00092762|159|33
degree.n.bnc.00097460|265|47
degree.n.bnc.00097773|103|22
degree.n.bnc.00097829|102|18
